"","Zip","clim_div"
"544",27882,"NC NORTHERN PIEDMONT"
"545",27312,"NC CENTRAL PIEDMONT"
"546",27018,"NC NORTHERN MOUNTAINS"
"547",28244,"NC SOUTHERN PIEDMONT"
"548",28301,"NC SOUTHERN COASTAL PLAIN"
"549",28306,"NC SOUTHERN COASTAL PLAIN"
"550",28454,"NC SOUTHERN COASTAL PLAIN"
"551",28804,"NC SOUTHERN MOUNTAINS"
"552",28204,"NC SOUTHERN PIEDMONT"
"553",28521,"NC SOUTHERN COASTAL PLAIN"
"554",27531,"NC CENTRAL COASTAL PLAIN"
"555",28586,"NC CENTRAL COASTAL PLAIN"
"556",28215,"NC SOUTHERN PIEDMONT"
"557",27828,"NC CENTRAL COASTAL PLAIN"
"558",27827,"NC CENTRAL COASTAL PLAIN"
"559",28211,"NC SOUTHERN PIEDMONT"
"560",28105,"NC SOUTHERN PIEDMONT"
"561",28210,"NC SOUTHERN PIEDMONT"
"562",28391,"NC SOUTHERN COASTAL PLAIN"
"563",28274,"NC SOUTHERN PIEDMONT"
"564",28331,"NC SOUTHERN COASTAL PLAIN"
"565",27583,"NC NORTHERN PIEDMONT"
"566",28732,"NC SOUTHERN MOUNTAINS"
"567",27043,"NC NORTHERN MOUNTAINS"
"568",28308,"NC SOUTHERN COASTAL PLAIN"
"569",28307,"NC SOUTHERN COASTAL PLAIN"
"570",28711,"NC SOUTHERN MOUNTAINS"
"571",28371,"NC SOUTHERN COASTAL PLAIN"
"572",27284,"NC CENTRAL PIEDMONT"
"573",28792,"NC SOUTHERN MOUNTAINS"
"574",28223,"NC SOUTHERN PIEDMONT"
"575",28273,"NC SOUTHERN PIEDMONT"
"576",28501,"NC CENTRAL COASTAL PLAIN"
"577",28525,"NC CENTRAL COASTAL PLAIN"
"578",28610,"NC CENTRAL PIEDMONT"
"579",27405,"NC NORTHERN PIEDMONT"
"580",27302,"NC NORTHERN PIEDMONT"
"581",28682,"NC CENTRAL PIEDMONT"
"582",27891,"NC NORTHERN COASTAL PLAIN"
"583",27022,"VA WESTERN PIEDMONT"
"584",28164,"NC SOUTHERN PIEDMONT"
"585",27505,"NC SOUTHERN COASTAL PLAIN"
"586",27205,"NC CENTRAL PIEDMONT"
"587",27371,"NC SOUTHERN PIEDMONT"
"588",28016,"NC SOUTHERN PIEDMONT"
"589",28468,"NC SOUTHERN COASTAL PLAIN"
"590",28467,"NC SOUTHERN COASTAL PLAIN"
"591",27819,"NC CENTRAL COASTAL PLAIN"
"592",28456,"NC SOUTHERN COASTAL PLAIN"
"593",27288,"VA WESTERN PIEDMONT"
"594",27610,"NC CENTRAL COASTAL PLAIN"
"595",27612,"NC CENTRAL PIEDMONT"
"596",28607,"NC NORTHERN MOUNTAINS"
"597",28457,"NC SOUTHERN COASTAL PLAIN"
"598",28722,"NC SOUTHERN MOUNTAINS"
"599",27855,"NC NORTHERN COASTAL PLAIN"
"600",27305,"VA WESTERN PIEDMONT"
"601",27950,"VA TIDEWATER"
"602",28702,"NC SOUTHERN MOUNTAINS"
"603",27944,"NC NORTHERN COASTAL PLAIN"
"604",27929,"NC NORTHERN COASTAL PLAIN"
"605",27964,"NC NORTHERN COASTAL PLAIN"
"606",28785,"NC SOUTHERN MOUNTAINS"
"607",28139,"NC SOUTHERN MOUNTAINS"
"608",27869,"NC NORTHERN COASTAL PLAIN"
"609",27808,"NC CENTRAL COASTAL PLAIN"
"610",28905,"NC SOUTHERN MOUNTAINS"
"611",28748,"NC SOUTHERN MOUNTAINS"
"612",28334,"NC CENTRAL COASTAL PLAIN"
"613",27040,"NC NORTHERN MOUNTAINS"
"614",28757,"NC SOUTHERN MOUNTAINS"
"615",28390,"NC SOUTHERN COASTAL PLAIN"
"616",28602,"NC SOUTHERN MOUNTAINS"
"617",28429,"NC SOUTHERN COASTAL PLAIN"
"618",28538,"NC CENTRAL COASTAL PLAIN"
"619",28092,"NC SOUTHERN PIEDMONT"
"620",27041,"NC NORTHERN MOUNTAINS"
"621",28006,"NC SOUTHERN PIEDMONT"
"622",28173,"NC SOUTHERN PIEDMONT"
"623",28103,"NC SOUTHERN PIEDMONT"
"624",27523,"NC CENTRAL PIEDMONT"
"625",27252,"NC SOUTHERN PIEDMONT"
"626",28470,"NC SOUTHERN COASTAL PLAIN"
"627",28462,"NC SOUTHERN COASTAL PLAIN"
"628",27317,"NC CENTRAL PIEDMONT"
"629",28133,"NC SOUTHERN PIEDMONT"
"630",27410,"NC NORTHERN PIEDMONT"
"631",28442,"NC SOUTHERN COASTAL PLAIN"
"632",28622,"NC NORTHERN MOUNTAINS"
"633",28432,"NC SOUTHERN COASTAL PLAIN"
"634",28433,"NC SOUTHERN COASTAL PLAIN"
"635",27814,"NC CENTRAL COASTAL PLAIN"
"636",28717,"SC MOUNTAIN"
"637",28537,"NC CENTRAL COASTAL PLAIN"
"638",27976,"VA TIDEWATER"
"639",27910,"NC NORTHERN COASTAL PLAIN"
"640",27259,"NC SOUTHERN PIEDMONT"
"641",28571,"NC CENTRAL COASTAL PLAIN"
"642",27376,"NC SOUTHERN PIEDMONT"
"643",27818,"VA TIDEWATER"
"644",28734,"NC SOUTHERN MOUNTAINS"
"645",27570,"NC NORTHERN PIEDMONT"
"646",28386,"NC SOUTHERN COASTAL PLAIN"
"647",27847,"NC NORTHERN COASTAL PLAIN"
"648",28669,"NC NORTHERN MOUNTAINS"
"649",28670,"NC NORTHERN MOUNTAINS"
"650",27536,"NC NORTHERN PIEDMONT"
"651",28392,"NC SOUTHERN COASTAL PLAIN"
"652",28340,"NC SOUTHERN COASTAL PLAIN"
"653",28160,"NC SOUTHERN MOUNTAINS"
"654",28074,"NC SOUTHERN MOUNTAINS"
"655",28651,"NC NORTHERN MOUNTAINS"
"656",28089,"NC SOUTHERN PIEDMONT"
"657",27949,"NC NORTHERN COASTAL PLAIN"
"658",28581,"NC CENTRAL COASTAL PLAIN"
"659",28693,"NC NORTHERN MOUNTAINS"
"660",28359,"NC SOUTHERN COASTAL PLAIN"
"661",28512,"NC CENTRAL COASTAL PLAIN"
"662",28617,"NC NORTHERN MOUNTAINS"
"663",27953,"NC CENTRAL COASTAL PLAIN"
"664",28330,"NC SOUTHERN PIEDMONT"
"665",27555,"NC CENTRAL COASTAL PLAIN"
"666",27510,"NC NORTHERN PIEDMONT"
"667",27412,"NC NORTHERN PIEDMONT"
"668",27377,"NC NORTHERN PIEDMONT"
"669",27520,"NC CENTRAL COASTAL PLAIN"
"670",28081,"NC SOUTHERN PIEDMONT"
"671",27527,"NC CENTRAL COASTAL PLAIN"
"672",28159,"NC CENTRAL PIEDMONT"
"673",28681,"NC NORTHERN MOUNTAINS"
"674",28083,"NC SOUTHERN PIEDMONT"
"675",28072,"NC CENTRAL PIEDMONT"
"676",28465,"NC SOUTHERN COASTAL PLAIN"
"677",27213,"NC CENTRAL PIEDMONT"
"678",28721,"NC SOUTHERN MOUNTAINS"
"679",28425,"NC SOUTHERN COASTAL PLAIN"
"680",27866,"NC NORTHERN COASTAL PLAIN"
"681",27862,"VA TIDEWATER"
"682",28698,"NC NORTHERN MOUNTAINS"
"683",28007,"NC SOUTHERN PIEDMONT"
"684",28458,"NC SOUTHERN COASTAL PLAIN"
"685",27916,"NC NORTHERN COASTAL PLAIN"
"686",28466,"NC SOUTHERN COASTAL PLAIN"
"687",28786,"NC SOUTHERN MOUNTAINS"
"688",27960,"NC CENTRAL COASTAL PLAIN"
"689",27845,"NC NORTHERN COASTAL PLAIN"
"690",27877,"NC NORTHERN COASTAL PLAIN"
"691",27947,"NC NORTHERN COASTAL PLAIN"
"692",28756,"NC SOUTHERN MOUNTAINS"
"693",27973,"NC NORTHERN COASTAL PLAIN"
"694",28448,"NC SOUTHERN COASTAL PLAIN"
"695",28444,"NC SOUTHERN COASTAL PLAIN"
"696",27850,"NC NORTHERN PIEDMONT"
"697",28901,"NC SOUTHERN MOUNTAINS"
"698",28423,"NC SOUTHERN COASTAL PLAIN"
"699",27865,"NC CENTRAL COASTAL PLAIN"
"700",28450,"NC SOUTHERN COASTAL PLAIN"
"701",27315,"VA WESTERN PIEDMONT"
"702",27962,"NC CENTRAL COASTAL PLAIN"
"703",28735,"NC SOUTHERN MOUNTAINS"
"704",27616,"NC CENTRAL PIEDMONT"
"705",27351,"NC CENTRAL PIEDMONT"
"706",28902,"NC SOUTHERN MOUNTAINS"
"707",27047,"NC NORTHERN MOUNTAINS"
"708",28439,"NC SOUTHERN COASTAL PLAIN"
"709",28664,"NC NORTHERN MOUNTAINS"
"710",28387,"NC SOUTHERN PIEDMONT"
"711",28374,"NC SOUTHERN PIEDMONT"
"712",28042,"NC SOUTHERN PIEDMONT"
"713",28663,"VA SOUTHWESTERN MOUNTAIN"
"714",28510,"NC CENTRAL COASTAL PLAIN"
"715",28136,"NC SOUTHERN PIEDMONT"
"716",28741,"NC SOUTHERN MOUNTAINS"
"717",27594,"NC NORTHERN PIEDMONT"
"718",28114,"NC SOUTHERN PIEDMONT"
"719",27849,"NC NORTHERN COASTAL PLAIN"
"720",28659,"NC NORTHERN MOUNTAINS"
"721",28527,"NC CENTRAL COASTAL PLAIN"
"722",27229,"NC SOUTHERN PIEDMONT"
"723",28332,"NC SOUTHERN COASTAL PLAIN"
"724",28720,"NC SOUTHERN MOUNTAINS"
"725",27979,"NC NORTHERN COASTAL PLAIN"
"726",28347,"NC SOUTHERN PIEDMONT"
"727",28697,"NC NORTHERN MOUNTAINS"
"728",28338,"NC SOUTHERN PIEDMONT"
"729",27926,"VA TIDEWATER"
"730",27937,"VA TIDEWATER"
"731",28531,"NC CENTRAL COASTAL PLAIN"
"732",28524,"NC CENTRAL COASTAL PLAIN"
"733",27825,"NC NORTHERN COASTAL PLAIN"
"734",27972,"NC NORTHERN COASTAL PLAIN"
"735",28672,"NC NORTHERN MOUNTAINS"
"736",28629,"NC NORTHERN MOUNTAINS"
"737",27539,"NC CENTRAL PIEDMONT"
"738",27525,"NC NORTHERN PIEDMONT"
"739",27591,"NC CENTRAL COASTAL PLAIN"
"740",27589,"NC NORTHERN PIEDMONT"
"741",27614,"NC CENTRAL PIEDMONT"
"742",28166,"NC CENTRAL PIEDMONT"
"743",27557,"NC CENTRAL COASTAL PLAIN"
"744",28115,"NC SOUTHERN PIEDMONT"
"745",28461,"NC SOUTHERN COASTAL PLAIN"
"746",27207,"NC CENTRAL PIEDMONT"
"747",28124,"NC SOUTHERN PIEDMONT"
"748",27511,"NC CENTRAL PIEDMONT"
"749",27542,"NC CENTRAL COASTAL PLAIN"
"750",28518,"NC SOUTHERN COASTAL PLAIN"
"751",27534,"NC CENTRAL COASTAL PLAIN"
"752",27106,"NC NORTHERN PIEDMONT"
"753",28544,"NC SOUTHERN COASTAL PLAIN"
"754",28205,"NC SOUTHERN PIEDMONT"
"755",28530,"NC CENTRAL COASTAL PLAIN"
"756",28806,"NC SOUTHERN MOUNTAINS"
"757",27813,"NC CENTRAL COASTAL PLAIN"
"758",27110,"NC NORTHERN PIEDMONT"
"759",28213,"NC SOUTHERN PIEDMONT"
"760",28787,"NC SOUTHERN MOUNTAINS"
"761",28709,"NC SOUTHERN MOUNTAINS"
"762",27019,"NC NORTHERN PIEDMONT"
"763",27052,"NC NORTHERN PIEDMONT"
"764",27045,"NC NORTHERN PIEDMONT"
"765",28311,"NC SOUTHERN COASTAL PLAIN"
"766",28217,"NC SOUTHERN PIEDMONT"
"767",28778,"NC SOUTHERN MOUNTAINS"
"768",28730,"NC SOUTHERN MOUNTAINS"
"769",28262,"NC SOUTHERN PIEDMONT"
"770",28134,"NC SOUTHERN PIEDMONT"
"771",27514,"NC NORTHERN PIEDMONT"
"772",27243,"NC NORTHERN PIEDMONT"
"773",27231,"NC NORTHERN PIEDMONT"
"774",27809,"NC NORTHERN COASTAL PLAIN"
"775",27403,"NC NORTHERN PIEDMONT"
"776",27006,"NC CENTRAL PIEDMONT"
"777",27540,"NC SOUTHERN COASTAL PLAIN"
"778",27314,"NC NORTHERN PIEDMONT"
"779",28424,"NC SOUTHERN COASTAL PLAIN"
"780",28723,"NC SOUTHERN MOUNTAINS"
"781",28515,"NC CENTRAL COASTAL PLAIN"
"782",27242,"NC SOUTHERN PIEDMONT"
"783",27942,"NC NORTHERN COASTAL PLAIN"
"784",28627,"NC NORTHERN MOUNTAINS"
"785",28441,"NC SOUTHERN COASTAL PLAIN"
"786",27805,"NC NORTHERN COASTAL PLAIN"
"787",28635,"NC NORTHERN MOUNTAINS"
"788",28788,"NC SOUTHERN MOUNTAINS"
"789",28519,"NC CENTRAL COASTAL PLAIN"
"790",28523,"NC CENTRAL COASTAL PLAIN"
"791",28169,"NC SOUTHERN PIEDMONT"
"792",27556,"NC NORTHERN PIEDMONT"
"793",28752,"NC SOUTHERN MOUNTAINS"
"794",28369,"NC SOUTHERN COASTAL PLAIN"
"795",28360,"NC SOUTHERN COASTAL PLAIN"
"796",28532,"NC CENTRAL COASTAL PLAIN"
"797",27581,"NC NORTHERN PIEDMONT"
"798",28694,"NC NORTHERN MOUNTAINS"
"799",28665,"NC NORTHERN MOUNTAINS"
"800",28376,"NC SOUTHERN PIEDMONT"
"801",27935,"NC NORTHERN COASTAL PLAIN"
"802",28781,"NC SOUTHERN MOUNTAINS"
"803",28589,"NC CENTRAL COASTAL PLAIN"
"804",28024,"NC SOUTHERN MOUNTAINS"
"805",27959,"NC NORTHERN COASTAL PLAIN"
"806",27978,"NC NORTHERN COASTAL PLAIN"
"807",28351,"NC SOUTHERN PIEDMONT"
"808",28396,"NC SOUTHERN PIEDMONT"
"809",27374,"NC CENTRAL PIEDMONT"
"810",27815,"NC NORTHERN COASTAL PLAIN"
"811",28677,"NC CENTRAL PIEDMONT"
"812",27107,"NC CENTRAL PIEDMONT"
"813",27127,"NC CENTRAL PIEDMONT"
"814",28689,"NC NORTHERN MOUNTAINS"
"815",27020,"NC NORTHERN MOUNTAINS"
"816",28079,"NC SOUTHERN PIEDMONT"
"817",27344,"NC CENTRAL PIEDMONT"
"818",27217,"NC NORTHERN PIEDMONT"
"819",27258,"NC NORTHERN PIEDMONT"
"820",28657,"NC SOUTHERN MOUNTAINS"
"821",27349,"NC CENTRAL PIEDMONT"
"822",28227,"NC SOUTHERN PIEDMONT"
"823",28138,"NC SOUTHERN PIEDMONT"
"824",27560,"NC CENTRAL PIEDMONT"
"825",27834,"NC CENTRAL COASTAL PLAIN"
"826",27701,"NC NORTHERN PIEDMONT"
"827",27105,"NC NORTHERN PIEDMONT"
"828",27705,"NC NORTHERN PIEDMONT"
"829",28572,"NC CENTRAL COASTAL PLAIN"
"830",28460,"NC SOUTHERN COASTAL PLAIN"
"831",28403,"NC SOUTHERN COASTAL PLAIN"
"832",28208,"NC SOUTHERN PIEDMONT"
"833",28304,"NC SOUTHERN COASTAL PLAIN"
"834",28365,"NC CENTRAL COASTAL PLAIN"
"835",28543,"NC SOUTHERN COASTAL PLAIN"
"836",27822,"NC CENTRAL COASTAL PLAIN"
"837",27889,"NC CENTRAL COASTAL PLAIN"
"838",27888,"NC CENTRAL COASTAL PLAIN"
"839",27873,"NC CENTRAL COASTAL PLAIN"
"840",28318,"NC SOUTHERN COASTAL PLAIN"
"841",28342,"NC SOUTHERN COASTAL PLAIN"
"842",28399,"NC SOUTHERN COASTAL PLAIN"
"843",28601,"NC SOUTHERN MOUNTAINS"
"844",27411,"NC NORTHERN PIEDMONT"
"845",28526,"NC CENTRAL COASTAL PLAIN"
"846",28673,"NC SOUTHERN PIEDMONT"
"847",28754,"NC SOUTHERN MOUNTAINS"
"848",28339,"NC SOUTHERN COASTAL PLAIN"
"849",28021,"NC SOUTHERN PIEDMONT"
"850",28168,"NC SOUTHERN PIEDMONT"
"851",28326,"NC SOUTHERN PIEDMONT"
"852",27215,"NC NORTHERN PIEDMONT"
"853",28174,"NC SOUTHERN PIEDMONT"
